air_store_id,visit_date,air_genre_name,air_first_area_name,air_second_area_name,hpg_exist,hpg_reserve_visitors,hpg_diffday_visit_reserve,hpg_mindiff,hpg_maxdiff,hpg_total_reserve_visitores,hpg_reserve_count
air_8f3b563416efc6ad,2016-09-17,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,1,2,1
air_8f3b563416efc6ad,2016-09-19,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,5,5,5,3,1
air_8f3b563416efc6ad,2016-09-21,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,0,2,1
air_8f3b563416efc6ad,2016-09-22,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,0,0,0,3,1
air_8f3b563416efc6ad,2016-09-24,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,2,2,2,5,2
air_8f3b563416efc6ad,2016-09-24,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,2,2,2,5,2
air_8f3b563416efc6ad,2016-09-27,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,0,2,1
air_8f3b563416efc6ad,2016-10-04,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,0,2,1
air_8f3b563416efc6ad,2016-10-05,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,1,2,1
air_8f3b563416efc6ad,2016-10-14,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,0,1,4,2
air_8f3b563416efc6ad,2016-10-14,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,1,4,2
air_8f3b563416efc6ad,2016-10-19,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,6,6,6,3,1
air_8f3b563416efc6ad,2016-10-20,Izakaya,Tōkyō-to,Shinjuku-ku,1,4,1,1,1,4,1
air_8f3b563416efc6ad,2016-10-25,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,1,2,1
air_8f3b563416efc6ad,2016-10-28,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,7,7,7,2,1
air_8f3b563416efc6ad,2016-10-29,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,1,2,1
air_8f3b563416efc6ad,2016-10-30,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,1,2,1
air_8f3b563416efc6ad,2016-11-05,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,0,2,1
air_8f3b563416efc6ad,2016-11-06,Izakaya,Tōkyō-to,Shinjuku-ku,1,1,5,5,5,1,1
air_8f3b563416efc6ad,2016-11-07,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,7,7,7,2,1
air_8f3b563416efc6ad,2016-11-12,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,3,3,3,4,2
air_8f3b563416efc6ad,2016-11-12,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,3,3,3,4,2
air_8f3b563416efc6ad,2016-11-18,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,4,4,4,2,1
air_8f3b563416efc6ad,2016-11-19,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,0,0,0,3,1
air_8f3b563416efc6ad,2016-11-20,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,1,2,1
air_8f3b563416efc6ad,2016-11-21,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,0,0,0,3,1
air_8f3b563416efc6ad,2016-11-22,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,2,2,8,6,2
air_8f3b563416efc6ad,2016-11-22,Izakaya,Tōkyō-to,Shinjuku-ku,1,4,8,2,8,6,2
air_8f3b563416efc6ad,2016-11-25,Izakaya,Tōkyō-to,Shinjuku-ku,1,4,5,5,5,4,1
air_8f3b563416efc6ad,2016-11-26,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,10,10,4
air_8f3b563416efc6ad,2016-11-26,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,10,10,4
air_8f3b563416efc6ad,2016-11-26,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,10,0,10,10,4
air_8f3b563416efc6ad,2016-11-26,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,2,0,10,10,4
air_8f3b563416efc6ad,2016-11-27,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,16,16,16,3,1
air_8f3b563416efc6ad,2016-12-02,Izakaya,Tōkyō-to,Shinjuku-ku,1,4,11,11,11,4,1
air_8f3b563416efc6ad,2016-12-03,Izakaya,Tōkyō-to,Shinjuku-ku,1,4,7,7,7,4,1
air_8f3b563416efc6ad,2016-12-04,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,2,1,2,8,3
air_8f3b563416efc6ad,2016-12-04,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,2,8,3
air_8f3b563416efc6ad,2016-12-04,Izakaya,Tōkyō-to,Shinjuku-ku,1,4,2,1,2,8,3
air_8f3b563416efc6ad,2016-12-05,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,1,2,1
air_8f3b563416efc6ad,2016-12-07,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,8,8,8,2,1
air_8f3b563416efc6ad,2016-12-09,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,3,3,3,2,1
air_8f3b563416efc6ad,2016-12-12,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,3,3,3,2,1
air_8f3b563416efc6ad,2016-12-15,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,6,6,6,3,1
air_8f3b563416efc6ad,2016-12-16,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,1,0,1,9,3
air_8f3b563416efc6ad,2016-12-16,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,1,9,3
air_8f3b563416efc6ad,2016-12-16,Izakaya,Tōkyō-to,Shinjuku-ku,1,4,1,0,1,9,3
air_8f3b563416efc6ad,2016-12-19,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,5,5,5,2,1
air_8f3b563416efc6ad,2016-12-22,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,3,3,3,2,1
air_8f3b563416efc6ad,2016-12-23,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,1,2,1
air_8f3b563416efc6ad,2016-12-24,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,20,20,20,2,1
air_8f3b563416efc6ad,2016-12-26,Izakaya,Tōkyō-to,Shinjuku-ku,1,4,13,13,13,4,1
air_8f3b563416efc6ad,2016-12-27,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,9,9,9,3,1
air_8f3b563416efc6ad,2016-12-28,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,6,9,2
air_8f3b563416efc6ad,2016-12-28,Izakaya,Tōkyō-to,Shinjuku-ku,1,7,6,0,6,9,2
air_8f3b563416efc6ad,2016-12-30,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,0,2,1
air_8f3b563416efc6ad,2017-01-07,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,0,0,0,3,1
air_8f3b563416efc6ad,2017-01-10,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,2,2,2,3,1
air_8f3b563416efc6ad,2017-01-13,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,6,6,6,2,1
air_8f3b563416efc6ad,2017-01-18,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,7,7,7,2,1
air_8f3b563416efc6ad,2017-01-21,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,0,2,1
air_8f3b563416efc6ad,2017-01-22,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,31,31,31,2,1
air_8f3b563416efc6ad,2017-01-25,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,5,5,5,2,1
air_8f3b563416efc6ad,2017-01-27,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,2,1,3,8,4
air_8f3b563416efc6ad,2017-01-27,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,3,1,3,8,4
air_8f3b563416efc6ad,2017-01-27,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,3,8,4
air_8f3b563416efc6ad,2017-01-27,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,3,8,4
air_8f3b563416efc6ad,2017-02-04,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,0,2,1
air_8f3b563416efc6ad,2017-02-05,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,3,3,3,2,1
air_8f3b563416efc6ad,2017-02-10,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,2,2,2,2,1
air_8f3b563416efc6ad,2017-02-11,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,1,2,1
air_8f3b563416efc6ad,2017-02-17,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,4,4,24,5,2
air_8f3b563416efc6ad,2017-02-17,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,24,4,24,5,2
air_8f3b563416efc6ad,2017-02-19,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,1,4,2
air_8f3b563416efc6ad,2017-02-19,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,1,4,2
air_8f3b563416efc6ad,2017-02-22,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,0,0,0,3,1
air_8f3b563416efc6ad,2017-02-24,Izakaya,Tōkyō-to,Shinjuku-ku,1,4,4,4,4,4,1
air_8f3b563416efc6ad,2017-02-25,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,0,4,2
air_8f3b563416efc6ad,2017-02-25,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,0,4,2
air_8f3b563416efc6ad,2017-03-02,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,1,1,1,3,1
air_8f3b563416efc6ad,2017-03-05,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,10,10,10,2,1
air_8f3b563416efc6ad,2017-03-09,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,0,2,1
air_8f3b563416efc6ad,2017-03-11,Izakaya,Tōkyō-to,Shinjuku-ku,1,4,26,26,26,4,1
air_8f3b563416efc6ad,2017-03-15,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,10,10,10,2,1
air_8f3b563416efc6ad,2017-03-16,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,0,2,1
air_8f3b563416efc6ad,2017-03-19,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,2,2,2,2,1
air_8f3b563416efc6ad,2017-03-23,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,1,2,1
air_8f3b563416efc6ad,2017-03-24,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,1,1,1,7,2
air_8f3b563416efc6ad,2017-03-24,Izakaya,Tōkyō-to,Shinjuku-ku,1,4,1,1,1,7,2
air_8f3b563416efc6ad,2017-03-25,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,3,3,3,4,2
air_8f3b563416efc6ad,2017-03-25,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,3,3,3,4,2
air_8f3b563416efc6ad,2017-03-31,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,5,5,5,3,1
air_8f3b563416efc6ad,2017-04-10,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,0,0,0,2,1
air_8f3b563416efc6ad,2017-04-14,Izakaya,Tōkyō-to,Shinjuku-ku,1,3,9,1,9,5,2
air_8f3b563416efc6ad,2017-04-14,Izakaya,Tōkyō-to,Shinjuku-ku,1,2,1,1,9,5,2
air_900d755ebd2f7bbd,2016-01-14,Italian/French,Tōkyō-to,Chūō-ku,1,2,7,7,7,2,1
air_900d755ebd2f7bbd,2016-01-21,Italian/French,Tōkyō-to,Chūō-ku,1,2,11,11,11,2,1
air_900d755ebd2f7bbd,2016-01-30,Italian/French,Tōkyō-to,Chūō-ku,1,2,25,12,25,4,2
air_900d755ebd2f7bbd,2016-01-30,Italian/French,Tōkyō-to,Chūō-ku,1,2,12,12,25,4,2
air_900d755ebd2f7bbd,2016-01-31,Italian/French,Tōkyō-to,Chūō-ku,1,3,3,3,3,3,1
air_900d755ebd2f7bbd,2016-02-04,Italian/French,Tōkyō-to,Chūō-ku,1,2,3,3,3,2,1
air_900d755ebd2f7bbd,2016-02-08,Italian/French,Tōkyō-to,Chūō-ku,1,2,3,3,3,2,1
air_900d755ebd2f7bbd,2016-02-19,Italian/French,Tōkyō-to,Chūō-ku,1,2,4,4,8,5,2
air_900d755ebd2f7bbd,2016-02-19,Italian/French,Tōkyō-to,Chūō-ku,1,3,8,4,8,5,2
air_900d755ebd2f7bbd,2016-02-20,Italian/French,Tōkyō-to,Chūō-ku,1,2,3,3,3,2,1
air_900d755ebd2f7bbd,2016-02-21,Italian/French,Tōkyō-to,Chūō-ku,1,2,3,3,3,2,1
air_900d755ebd2f7bbd,2016-02-28,Italian/French,Tōkyō-to,Chūō-ku,1,3,4,4,4,3,1
air_900d755ebd2f7bbd,2016-03-13,Italian/French,Tōkyō-to,Chūō-ku,1,2,34,34,34,2,1
air_900d755ebd2f7bbd,2016-03-16,Italian/French,Tōkyō-to,Chūō-ku,1,3,13,13,14,7,2
air_900d755ebd2f7bbd,2016-03-16,Italian/French,Tōkyō-to,Chūō-ku,1,4,14,13,14,7,2
air_900d755ebd2f7bbd,2016-03-22,Italian/French,Tōkyō-to,Chūō-ku,1,3,13,13,13,3,1
air_900d755ebd2f7bbd,2016-03-23,Italian/French,Tōkyō-to,Chūō-ku,1,2,8,8,8,2,1
air_900d755ebd2f7bbd,2016-03-25,Italian/French,Tōkyō-to,Chūō-ku,1,3,5,5,5,3,1
air_900d755ebd2f7bbd,2016-03-28,Italian/French,Tōkyō-to,Chūō-ku,1,2,6,6,6,2,1
air_900d755ebd2f7bbd,2016-03-29,Italian/French,Tōkyō-to,Chūō-ku,1,30,28,28,28,30,1
air_900d755ebd2f7bbd,2016-04-01,Italian/French,Tōkyō-to,Chūō-ku,1,2,6,6,6,2,1
air_900d755ebd2f7bbd,2016-04-07,Italian/French,Tōkyō-to,Chūō-ku,1,13,30,6,30,18,2
air_900d755ebd2f7bbd,2016-04-07,Italian/French,Tōkyō-to,Chūō-ku,1,5,6,6,30,18,2
air_900d755ebd2f7bbd,2016-04-14,Italian/French,Tōkyō-to,Chūō-ku,1,3,4,4,4,3,1
air_900d755ebd2f7bbd,2016-04-21,Italian/French,Tōkyō-to,Chūō-ku,1,12,5,5,5,12,1
air_900d755ebd2f7bbd,2016-04-22,Italian/French,Tōkyō-to,Chūō-ku,1,2,15,15,15,2,1
air_900d755ebd2f7bbd,2016-04-27,Italian/French,Tōkyō-to,Chūō-ku,1,6,21,21,21,12,2
air_900d755ebd2f7bbd,2016-04-27,Italian/French,Tōkyō-to,Chūō-ku,1,6,21,21,21,12,2
air_900d755ebd2f7bbd,2016-05-01,Italian/French,Tōkyō-to,Chūō-ku,1,3,5,5,5,3,1
air_900d755ebd2f7bbd,2016-05-04,Italian/French,Tōkyō-to,Chūō-ku,1,4,4,4,4,4,1
air_900d755ebd2f7bbd,2016-05-13,Italian/French,Tōkyō-to,Chūō-ku,1,6,4,4,15,9,2
air_900d755ebd2f7bbd,2016-05-13,Italian/French,Tōkyō-to,Chūō-ku,1,3,15,4,15,9,2
air_900d755ebd2f7bbd,2016-05-14,Italian/French,Tōkyō-to,Chūō-ku,1,2,9,9,9,2,1
air_900d755ebd2f7bbd,2016-05-21,Italian/French,Tōkyō-to,Chūō-ku,1,2,17,17,17,2,1
air_900d755ebd2f7bbd,2016-05-22,Italian/French,Tōkyō-to,Chūō-ku,1,2,4,4,4,2,1
air_900d755ebd2f7bbd,2016-05-24,Italian/French,Tōkyō-to,Chūō-ku,1,6,7,7,7,6,1
air_900d755ebd2f7bbd,2016-05-25,Italian/French,Tōkyō-to,Chūō-ku,1,2,23,23,23,2,1
air_900d755ebd2f7bbd,2016-06-05,Italian/French,Tōkyō-to,Chūō-ku,1,2,3,3,3,2,1
air_900d755ebd2f7bbd,2016-06-09,Italian/French,Tōkyō-to,Chūō-ku,1,2,4,4,4,2,1
air_900d755ebd2f7bbd,2016-06-16,Italian/French,Tōkyō-to,Chūō-ku,1,2,21,21,21,2,1
air_900d755ebd2f7bbd,2016-06-18,Italian/French,Tōkyō-to,Chūō-ku,1,3,8,8,26,8,2
air_900d755ebd2f7bbd,2016-06-18,Italian/French,Tōkyō-to,Chūō-ku,1,5,26,8,26,8,2
air_900d755ebd2f7bbd,2016-06-23,Italian/French,Tōkyō-to,Chūō-ku,1,3,7,7,7,3,1
air_900d755ebd2f7bbd,2016-06-26,Italian/French,Tōkyō-to,Chūō-ku,1,2,4,4,4,2,1
air_900d755ebd2f7bbd,2016-06-29,Italian/French,Tōkyō-to,Chūō-ku,1,2,8,8,24,4,2
air_900d755ebd2f7bbd,2016-06-29,Italian/French,Tōkyō-to,Chūō-ku,1,2,24,8,24,4,2
air_900d755ebd2f7bbd,2016-07-17,Italian/French,Tōkyō-to,Chūō-ku,1,2,10,10,10,2,1
air_900d755ebd2f7bbd,2016-07-18,Italian/French,Tōkyō-to,Chūō-ku,1,6,5,5,5,6,1
air_900d755ebd2f7bbd,2016-07-22,Italian/French,Tōkyō-to,Chūō-ku,1,7,31,7,31,17,2
air_900d755ebd2f7bbd,2016-07-22,Italian/French,Tōkyō-to,Chūō-ku,1,10,7,7,31,17,2
air_900d755ebd2f7bbd,2016-07-23,Italian/French,Tōkyō-to,Chūō-ku,1,3,3,3,3,3,1
air_900d755ebd2f7bbd,2016-07-24,Italian/French,Tōkyō-to,Chūō-ku,1,3,7,7,7,3,1
air_900d755ebd2f7bbd,2016-07-26,Italian/French,Tōkyō-to,Chūō-ku,1,3,4,4,4,3,1
air_900d755ebd2f7bbd,2016-07-27,Italian/French,Tōkyō-to,Chūō-ku,1,2,4,4,4,2,1
air_900d755ebd2f7bbd,2016-07-29,Italian/French,Tōkyō-to,Chūō-ku,1,2,3,3,3,2,1
air_900d755ebd2f7bbd,2016-07-30,Italian/French,Tōkyō-to,Chūō-ku,1,2,7,7,7,2,1
air_900d755ebd2f7bbd,2016-08-05,Italian/French,Tōkyō-to,Chūō-ku,1,3,20,20,20,3,1
air_900d755ebd2f7bbd,2016-08-12,Italian/French,Tōkyō-to,Chūō-ku,1,3,29,29,29,3,1
air_900d755ebd2f7bbd,2016-08-19,Italian/French,Tōkyō-to,Chūō-ku,1,2,11,7,11,4,2
air_900d755ebd2f7bbd,2016-08-19,Italian/French,Tōkyō-to,Chūō-ku,1,2,7,7,11,4,2
air_900d755ebd2f7bbd,2016-08-25,Italian/French,Tōkyō-to,Chūō-ku,1,5,13,13,13,5,1
air_900d755ebd2f7bbd,2016-08-27,Italian/French,Tōkyō-to,Chūō-ku,1,9,49,49,49,9,1
air_900d755ebd2f7bbd,2016-09-02,Italian/French,Tōkyō-to,Chūō-ku,1,5,25,25,25,5,1
air_900d755ebd2f7bbd,2016-09-10,Italian/French,Tōkyō-to,Chūō-ku,1,2,3,3,14,8,3
air_900d755ebd2f7bbd,2016-09-10,Italian/French,Tōkyō-to,Chūō-ku,1,2,14,3,14,8,3
air_900d755ebd2f7bbd,2016-09-10,Italian/French,Tōkyō-to,Chūō-ku,1,4,7,3,14,8,3
air_900d755ebd2f7bbd,2016-09-15,Italian/French,Tōkyō-to,Chūō-ku,1,3,3,3,4,6,2
air_900d755ebd2f7bbd,2016-09-15,Italian/French,Tōkyō-to,Chūō-ku,1,3,4,3,4,6,2
air_900d755ebd2f7bbd,2016-09-16,Italian/French,Tōkyō-to,Chūō-ku,1,2,4,4,4,2,1
air_900d755ebd2f7bbd,2016-09-17,Italian/French,Tōkyō-to,Chūō-ku,1,3,5,5,5,3,1
air_900d755ebd2f7bbd,2016-09-23,Italian/French,Tōkyō-to,Chūō-ku,1,4,10,10,10,4,1
air_900d755ebd2f7bbd,2016-09-24,Italian/French,Tōkyō-to,Chūō-ku,1,2,7,7,7,2,1
air_900d755ebd2f7bbd,2016-09-29,Italian/French,Tōkyō-to,Chūō-ku,1,6,12,12,12,6,1
air_900d755ebd2f7bbd,2016-10-07,Italian/French,Tōkyō-to,Chūō-ku,1,2,26,26,26,2,1
air_900d755ebd2f7bbd,2016-10-23,Italian/French,Tōkyō-to,Chūō-ku,1,2,3,3,3,2,1
air_900d755ebd2f7bbd,2016-10-26,Italian/French,Tōkyō-to,Chūō-ku,1,2,5,5,5,2,1
air_900d755ebd2f7bbd,2016-10-27,Italian/French,Tōkyō-to,Chūō-ku,1,2,9,9,9,2,1
air_900d755ebd2f7bbd,2016-11-04,Italian/French,Tōkyō-to,Chūō-ku,1,2,21,21,21,2,1
air_900d755ebd2f7bbd,2016-11-05,Italian/French,Tōkyō-to,Chūō-ku,1,5,3,3,3,5,1
air_900d755ebd2f7bbd,2016-11-07,Italian/French,Tōkyō-to,Chūō-ku,1,2,14,14,14,2,1
air_900d755ebd2f7bbd,2016-11-11,Italian/French,Tōkyō-to,Chūō-ku,1,2,18,18,18,2,1
air_900d755ebd2f7bbd,2016-11-13,Italian/French,Tōkyō-to,Chūō-ku,1,2,11,11,11,2,1
air_900d755ebd2f7bbd,2016-11-19,Italian/French,Tōkyō-to,Chūō-ku,1,5,11,10,11,7,2
air_900d755ebd2f7bbd,2016-11-19,Italian/French,Tōkyō-to,Chūō-ku,1,2,10,10,11,7,2
air_900d755ebd2f7bbd,2016-11-22,Italian/French,Tōkyō-to,Chūō-ku,1,5,5,5,5,5,1
air_900d755ebd2f7bbd,2016-11-29,Italian/French,Tōkyō-to,Chūō-ku,1,2,4,3,11,11,4
air_900d755ebd2f7bbd,2016-11-29,Italian/French,Tōkyō-to,Chūō-ku,1,2,11,3,11,11,4
air_900d755ebd2f7bbd,2016-11-29,Italian/French,Tōkyō-to,Chūō-ku,1,2,7,3,11,11,4
air_900d755ebd2f7bbd,2016-11-29,Italian/French,Tōkyō-to,Chūō-ku,1,5,3,3,11,11,4
air_900d755ebd2f7bbd,2016-12-02,Italian/French,Tōkyō-to,Chūō-ku,1,2,4,4,39,4,2
air_900d755ebd2f7bbd,2016-12-02,Italian/French,Tōkyō-to,Chūō-ku,1,2,39,4,39,4,2
air_900d755ebd2f7bbd,2016-12-04,Italian/French,Tōkyō-to,Chūō-ku,1,7,1,1,1,7,1
air_900d755ebd2f7bbd,2016-12-12,Italian/French,Tōkyō-to,Chūō-ku,1,2,1,1,1,2,1
air_900d755ebd2f7bbd,2016-12-14,Italian/French,Tōkyō-to,Chūō-ku,1,2,3,3,3,2,1
air_900d755ebd2f7bbd,2016-12-16,Italian/French,Tōkyō-to,Chūō-ku,1,10,17,17,17,10,1
air_900d755ebd2f7bbd,2016-12-18,Italian/French,Tōkyō-to,Chūō-ku,1,2,5,5,6,6,3
air_900d755ebd2f7bbd,2016-12-18,Italian/French,Tōkyō-to,Chūō-ku,1,2,6,5,6,6,3
air_900d755ebd2f7bbd,2016-12-18,Italian/French,Tōkyō-to,Chūō-ku,1,2,6,5,6,6,3
air_900d755ebd2f7bbd,2016-12-20,Italian/French,Tōkyō-to,Chūō-ku,1,2,1,1,1,2,1
air_900d755ebd2f7bbd,2016-12-21,Italian/French,Tōkyō-to,Chūō-ku,1,4,6,6,6,4,1
air_900d755ebd2f7bbd,2016-12-22,Italian/French,Tōkyō-to,Chūō-ku,1,2,22,22,22,2,1
air_900d755ebd2f7bbd,2016-12-23,Italian/French,Tōkyō-to,Chūō-ku,1,2,6,6,6,4,2
air_900d755ebd2f7bbd,2016-12-23,Italian/French,Tōkyō-to,Chūō-ku,1,2,6,6,6,4,2
air_900d755ebd2f7bbd,2016-12-24,Italian/French,Tōkyō-to,Chūō-ku,1,2,3,1,28,18,9
air_900d755ebd2f7bbd,2016-12-24,Italian/French,Tōkyō-to,Chūō-ku,1,2,6,1,28,18,9
air_900d755ebd2f7bbd,2016-12-24,Italian/French,Tōkyō-to,Chūō-ku,1,2,16,1,28,18,9
air_900d755ebd2f7bbd,2016-12-24,Italian/French,Tōkyō-to,Chūō-ku,1,2,5,1,28,18,9
air_900d755ebd2f7bbd,2016-12-24,Italian/French,Tōkyō-to,Chūō-ku,1,2,28,1,28,18,9
air_900d755ebd2f7bbd,2016-12-24,Italian/French,Tōkyō-to,Chūō-ku,1,2,1,1,28,18,9
air_900d755ebd2f7bbd,2016-12-24,Italian/French,Tōkyō-to,Chūō-ku,1,2,2,1,28,18,9
air_900d755ebd2f7bbd,2016-12-24,Italian/French,Tōkyō-to,Chūō-ku,1,2,1,1,28,18,9
air_900d755ebd2f7bbd,2016-12-24,Italian/French,Tōkyō-to,Chūō-ku,1,2,4,1,28,18,9
air_900d755ebd2f7bbd,2016-12-28,Italian/French,Tōkyō-to,Chūō-ku,1,2,17,17,17,2,1
air_900d755ebd2f7bbd,2017-02-16,Italian/French,Tōkyō-to,Chūō-ku,1,4,6,6,6,4,1
air_900d755ebd2f7bbd,2017-02-18,Italian/French,Tōkyō-to,Chūō-ku,1,2,9,9,9,4,2
air_900d755ebd2f7bbd,2017-02-18,Italian/French,Tōkyō-to,Chūō-ku,1,2,9,9,9,4,2
air_900d755ebd2f7bbd,2017-02-27,Italian/French,Tōkyō-to,Chūō-ku,1,4,3,3,17,10,2
air_900d755ebd2f7bbd,2017-02-27,Italian/French,Tōkyō-to,Chūō-ku,1,6,17,3,17,10,2
air_900d755ebd2f7bbd,2017-03-05,Italian/French,Tōkyō-to,Chūō-ku,1,6,44,44,44,6,1
air_900d755ebd2f7bbd,2017-03-22,Italian/French,Tōkyō-to,Chūō-ku,1,3,28,28,28,3,1
air_900d755ebd2f7bbd,2017-03-23,Italian/French,Tōkyō-to,Chūō-ku,1,2,4,4,4,2,1
air_900d755ebd2f7bbd,2017-03-31,Italian/French,Tōkyō-to,Chūō-ku,1,2,8,8,8,2,1
air_900d755ebd2f7bbd,2017-04-01,Italian/French,Tōkyō-to,Chūō-ku,1,2,7,7,7,2,1
air_900d755ebd2f7bbd,2017-04-08,Italian/French,Tōkyō-to,Chūō-ku,1,14,16,16,16,14,1
air_900d755ebd2f7bbd,2017-04-23,Italian/French,Tōkyō-to,Chūō-ku,1,2,3,3,3,2,1
air_900d755ebd2f7bbd,2017-04-24,Italian/French,Tōkyō-to,Chūō-ku,1,3,19,19,19,3,1
air_900d755ebd2f7bbd,2017-04-26,Italian/French,Tōkyō-to,Chūō-ku,1,2,9,9,9,2,1
air_901925b628677c2e,,Dining bar,Fukuoka-ken,Fukuoka-shi,0,0,-1,-1,-1,0,0
air_90213bcae4afa274,2016-02-23,Creative cuisine,Tōkyō-to,Shinjuku-ku,1,3,21,21,21,3,1
air_90213bcae4afa274,2016-04-12,Creative cuisine,Tōkyō-to,Shinjuku-ku,1,2,8,8,8,2,1
air_90213bcae4afa274,2016-04-27,Creative cuisine,Tōkyō-to,Shinjuku-ku,1,6,4,4,4,6,1
air_90213bcae4afa274,2016-05-16,Creative cuisine,Tōkyō-to,Shinjuku-ku,1,4,1,1,1,4,1
air_90213bcae4afa274,2016-05-19,Creative cuisine,Tōkyō-to,Shinjuku-ku,1,7,9,9,9,7,1
air_90213bcae4afa274,2016-06-28,Creative cuisine,Tōkyō-to,Shinjuku-ku,1,20,10,10,10,20,1
air_90213bcae4afa274,2016-07-17,Creative cuisine,Tōkyō-to,Shinjuku-ku,1,6,1,1,1,6,1
air_90213bcae4afa274,2016-08-01,Creative cuisine,Tōkyō-to,Shinjuku-ku,1,7,5,5,5,7,1
air_90213bcae4afa274,2016-08-22,Creative cuisine,Tōkyō-to,Shinjuku-ku,1,5,4,4,4,5,1
air_90213bcae4afa274,2016-09-09,Creative cuisine,Tōkyō-to,Shinjuku-ku,1,3,5,5,5,3,1
